iid;wave;pid;gender;race;race_o;imp_same_race;imp_same_religion;imp_attr;imp_sinc;imp_intel;imp_fun;imp_amb;imp_shared_interests;self_attr;self_sinc;self_fun;self_intel;self_amb;age_o;age;pf_o_att;pf_o_sin;pf_o_int;pf_o_fun;pf_o_amb;pf_o_sha;sports;tvsports;exercise;dining;museums;art;hiking;gaming;clubbing;reading;tv;theater;movies;concerts;music;shopping;yoga;dec;dec_o;match 
159;7;155;male;European/Caucasian-American;European/Caucasian-American;7;2;15.91;20.45;20.45;20.45;11.36;11.36;5;9;8;9;7;27;28;15.09;18.87;18.87;16.98;16.98;13.21;7;7;6;9;9;8;6;4;5;8;7;7;9;8;9;7;2;1;0;0
159;7;156;male;European/Caucasian-American;Black/African American;7;2;15.91;20.45;20.45;20.45;11.36;11.36;5;9;8;9;7;30;28;14.00;18.00;16.00;18.00;18.00;16.00;7;7;6;9;9;8;6;4;5;8;7;7;9;8;9;7;2;0;0;0
159;7;157;male;European/Caucasian-American;Asian/Pacific Islander/Asian-American;7;2;15.91;20.45;20.45;20.45;11.36;11.36;5;9;8;9;7;28;28;14.29;16.33;16.33;18.37;18.37;16.33;7;7;6;9;9;8;6;4;5;8;7;7;9;8;9;7;2;0;0;0
160;7;142;male;Black/African American;European/Caucasian-American;3;4;16.00;18.00;18.00;18.00;14.00;16.00;8;8;9;8;9;24;29;14.29;14.29;21.43;21.43;19.05;9.52;9;8;10;6;6;4;3;4;8;6;3;7;9;6;9;3;2;0;1;0
160;7;143;male;Black/African American;European/Caucasian-American;3;4;16.00;18.00;18.00;18.00;14.00;16.00;8;8;9;8;9;33;29;8.33;20.83;20.83;14.58;16.67;18.75;9;8;10;6;6;4;3;4;8;6;3;7;9;6;9;3;2;0;0;0
160;7;144;male;Black/African American;European/Caucasian-American;3;4;16.00;18.00;18.00;18.00;14.00;16.00;8;8;9;8;9;23;29;16.00;16.00;16.00;18.00;18.00;16.00;9;8;10;6;6;4;3;4;8;6;3;7;9;6;9;3;2;0;0;0
160;7;145;male;Black/African American;European/Caucasian-American;3;4;16.00;18.00;18.00;18.00;14.00;16.00;8;8;9;8;9;24;29;11.36;18.18;22.73;18.18;11.36;18.18;9;8;10;6;6;4;3;4;8;6;3;7;9;6;9;3;2;0;0;0
160;7;146;male;Black/African American;European/Caucasian-American;3;4;16.00;18.00;18.00;18.00;14.00;16.00;8;8;9;8;9;36;29;18.18;18.18;18.18;18.18;13.64;13.64;9;8;10;6;6;4;3;4;8;6;3;7;9;6;9;3;2;0;0;0
160;7;147;male;Black/African American;Asian/Pacific Islander/Asian-American;3;4;16.00;18.00;18.00;18.00;14.00;16.00;8;8;9;8;9;26;29;18.00;18.00;20.00;18.00;16.00;10.00;9;8;10;6;6;4;3;4;8;6;3;7;9;6;9;3;2;1;1;1
160;7;148;male;Black/African American;Asian/Pacific Islander/Asian-American;3;4;16.00;18.00;18.00;18.00;14.00;16.00;8;8;9;8;9;27;29;15.09;16.98;16.98;18.87;18.87;13.21;9;8;10;6;6;4;3;4;8;6;3;7;9;6;9;3;2;1;0;0
160;7;149;male;Black/African American;European/Caucasian-American;3;4;16.00;18.00;18.00;18.00;14.00;16.00;8;8;9;8;9;28;29;8.51;19.15;19.15;19.15;19.15;14.89;9;8;10;6;6;4;3;4;8;6;3;7;9;6;9;3;2;1;1;1
160;7;150;male;Black/African American;European/Caucasian-American;3;4;16.00;18.00;18.00;18.00;14.00;16.00;8;8;9;8;9;31;29;12.00;20.00;20.00;20.00;14.00;14.00;9;8;10;6;6;4;3;4;8;6;3;7;9;6;9;3;2;1;0;0
160;7;151;male;Black/African American;European/Caucasian-American;3;4;16.00;18.00;18.00;18.00;14.00;16.00;8;8;9;8;9;28;29;14.55;16.36;18.18;18.18;16.36;16.36;9;8;10;6;6;4;3;4;8;6;3;7;9;6;9;3;2;1;0;0
160;7;152;male;Black/African American;Asian/Pacific Islander/Asian-American;3;4;16.00;18.00;18.00;18.00;14.00;16.00;8;8;9;8;9;27;29;14.00;20.00;20.00;14.00;18.00;14.00;9;8;10;6;6;4;3;4;8;6;3;7;9;6;9;3;2;0;0;0
160;7;153;male;Black/African American;Asian/Pacific Islander/Asian-American;3;4;16.00;18.00;18.00;18.00;14.00;16.00;8;8;9;8;9;28;29;9.76;19.51;19.51;14.63;19.51;17.07;9;8;10;6;6;4;3;4;8;6;3;7;9;6;9;3;2;0;0;0
160;7;154;male;Black/African American;European/Caucasian-American;3;4;16.00;18.00;18.00;18.00;14.00;16.00;8;8;9;8;9;27;29;15.38;17.31;17.31;17.31;17.31;15.38;9;8;10;6;6;4;3;4;8;6;3;7;9;6;9;3;2;1;0;0
160;7;155;male;Black/African American;European/Caucasian-American;3;4;16.00;18.00;18.00;18.00;14.00;16.00;8;8;9;8;9;27;29;15.09;18.87;18.87;16.98;16.98;13.21;9;8;10;6;6;4;3;4;8;6;3;7;9;6;9;3;2;0;0;0
160;7;156;male;Black/African American;Black/African American;3;4;16.00;18.00;18.00;18.00;14.00;16.00;8;8;9;8;9;30;29;14.00;18.00;16.00;18.00;18.00;16.00;9;8;10;6;6;4;3;4;8;6;3;7;9;6;9;3;2;1;1;1
160;7;157;male;Black/African American;Asian/Pacific Islander/Asian-American;3;4;16.00;18.00;18.00;18.00;14.00;16.00;8;8;9;8;9;28;29;14.29;16.33;16.33;18.37;18.37;16.33;9;8;10;6;6;4;3;4;8;6;3;7;9;6;9;3;2;1;0;0
161;7;142;male;European/Caucasian-American;European/Caucasian-American;6;2;16.67;18.75;18.75;18.75;18.75;8.33;8;7;9;9;7;24;22;14.29;14.29;21.43;21.43;19.05;9.52;9;9;9;8;7;6;7;7;9;9;8;6;8;6;9;6;2;0;1;0
161;7;143;male;European/Caucasian-American;European/Caucasian-American;6;2;16.67;18.75;18.75;18.75;18.75;8.33;8;7;9;9;7;33;22;8.33;20.83;20.83;14.58;16.67;18.75;9;9;9;8;7;6;7;7;9;9;8;6;8;6;9;6;2;0;1;0
161;7;144;male;European/Caucasian-American;European/Caucasian-American;6;2;16.67;18.75;18.75;18.75;18.75;8.33;8;7;9;9;7;23;22;16.00;16.00;16.00;18.00;18.00;16.00;9;9;9;8;7;6;7;7;9;9;8;6;8;6;9;6;2;0;1;0
161;7;145;male;European/Caucasian-American;European/Caucasian-American;6;2;16.67;18.75;18.75;18.75;18.75;8.33;8;7;9;9;7;24;22;11.36;18.18;22.73;18.18;11.36;18.18;9;9;9;8;7;6;7;7;9;9;8;6;8;6;9;6;2;0;1;0
161;7;146;male;European/Caucasian-American;European/Caucasian-American;6;2;16.67;18.75;18.75;18.75;18.75;8.33;8;7;9;9;7;36;22;18.18;18.18;18.18;18.18;13.64;13.64;9;9;9;8;7;6;7;7;9;9;8;6;8;6;9;6;2;0;0;0
161;7;147;male;European/Caucasian-American;Asian/Pacific Islander/Asian-American;6;2;16.67;18.75;18.75;18.75;18.75;8.33;8;7;9;9;7;26;22;18.00;18.00;20.00;18.00;16.00;10.00;9;9;9;8;7;6;7;7;9;9;8;6;8;6;9;6;2;0;1;0
161;7;148;male;European/Caucasian-American;Asian/Pacific Islander/Asian-American;6;2;16.67;18.75;18.75;18.75;18.75;8.33;8;7;9;9;7;27;22;15.09;16.98;16.98;18.87;18.87;13.21;9;9;9;8;7;6;7;7;9;9;8;6;8;6;9;6;2;0;0;0
161;7;149;male;European/Caucasian-American;European/Caucasian-American;6;2;16.67;18.75;18.75;18.75;18.75;8.33;8;7;9;9;7;28;22;8.51;19.15;19.15;19.15;19.15;14.89;9;9;9;8;7;6;7;7;9;9;8;6;8;6;9;6;2;0;0;0
161;7;150;male;European/Caucasian-American;European/Caucasian-American;6;2;16.67;18.75;18.75;18.75;18.75;8.33;8;7;9;9;7;31;22;12.00;20.00;20.00;20.00;14.00;14.00;9;9;9;8;7;6;7;7;9;9;8;6;8;6;9;6;2;0;0;0
161;7;151;male;European/Caucasian-American;European/Caucasian-American;6;2;16.67;18.75;18.75;18.75;18.75;8.33;8;7;9;9;7;28;22;14.55;16.36;18.18;18.18;16.36;16.36;9;9;9;8;7;6;7;7;9;9;8;6;8;6;9;6;2;1;0;0
161;7;152;male;European/Caucasian-American;Asian/Pacific Islander/Asian-American;6;2;16.67;18.75;18.75;18.75;18.75;8.33;8;7;9;9;7;27;22;14.00;20.00;20.00;14.00;18.00;14.00;9;9;9;8;7;6;7;7;9;9;8;6;8;6;9;6;2;0;1;0
161;7;153;male;European/Caucasian-American;Asian/Pacific Islander/Asian-American;6;2;16.67;18.75;18.75;18.75;18.75;8.33;8;7;9;9;7;28;22;9.76;19.51;19.51;14.63;19.51;17.07;9;9;9;8;7;6;7;7;9;9;8;6;8;6;9;6;2;0;1;0
161;7;154;male;European/Caucasian-American;European/Caucasian-American;6;2;16.67;18.75;18.75;18.75;18.75;8.33;8;7;9;9;7;27;22;15.38;17.31;17.31;17.31;17.31;15.38;9;9;9;8;7;6;7;7;9;9;8;6;8;6;9;6;2;1;1;1
161;7;155;male;European/Caucasian-American;European/Caucasian-American;6;2;16.67;18.75;18.75;18.75;18.75;8.33;8;7;9;9;7;27;22;15.09;18.87;18.87;16.98;16.98;13.21;9;9;9;8;7;6;7;7;9;9;8;6;8;6;9;6;2;1;1;1
161;7;156;male;European/Caucasian-American;Black/African American;6;2;16.67;18.75;18.75;18.75;18.75;8.33;8;7;9;9;7;30;22;14.00;18.00;16.00;18.00;18.00;16.00;9;9;9;8;7;6;7;7;9;9;8;6;8;6;9;6;2;0;1;0
161;7;157;male;European/Caucasian-American;Asian/Pacific Islander/Asian-American;6;2;16.67;18.75;18.75;18.75;18.75;8.33;8;7;9;9;7;28;22;14.29;16.33;16.33;18.37;18.37;16.33;9;9;9;8;7;6;7;7;9;9;8;6;8;6;9;6;2;0;1;0
162;7;142;male;Asian/Pacific Islander/Asian-American;European/Caucasian-American;1;1;15.22;15.22;19.57;17.39;13.04;19.57;7;8;7;9;8;24;27;14.29;14.29;21.43;21.43;19.05;9.52;3;3;3;8;7;7;6;2;8;5;4;3;9;10;10;7;3;0;1;0
162;7;143;male;Asian/Pacific Islander/Asian-American;European/Caucasian-American;1;1;15.22;15.22;19.57;17.39;13.04;19.57;7;8;7;9;8;33;27;8.33;20.83;20.83;14.58;16.67;18.75;3;3;3;8;7;7;6;2;8;5;4;3;9;10;10;7;3;0;0;0
162;7;144;male;Asian/Pacific Islander/Asian-American;European/Caucasian-American;1;1;15.22;15.22;19.57;17.39;13.04;19.57;7;8;7;9;8;23;27;16.00;16.00;16.00;18.00;18.00;16.00;3;3;3;8;7;7;6;2;8;5;4;3;9;10;10;7;3;1;1;1
162;7;145;male;Asian/Pacific Islander/Asian-American;European/Caucasian-American;1;1;15.22;15.22;19.57;17.39;13.04;19.57;7;8;7;9;8;24;27;11.36;18.18;22.73;18.18;11.36;18.18;3;3;3;8;7;7;6;2;8;5;4;3;9;10;10;7;3;0;0;0
162;7;146;male;Asian/Pacific Islander/Asian-American;European/Caucasian-American;1;1;15.22;15.22;19.57;17.39;13.04;19.57;7;8;7;9;8;36;27;18.18;18.18;18.18;18.18;13.64;13.64;3;3;3;8;7;7;6;2;8;5;4;3;9;10;10;7;3;0;0;0
162;7;147;male;Asian/Pacific Islander/Asian-American;Asian/Pacific Islander/Asian-American;1;1;15.22;15.22;19.57;17.39;13.04;19.57;7;8;7;9;8;26;27;18.00;18.00;20.00;18.00;16.00;10.00;3;3;3;8;7;7;6;2;8;5;4;3;9;10;10;7;3;1;0;0
162;7;148;male;Asian/Pacific Islander/Asian-American;Asian/Pacific Islander/Asian-American;1;1;15.22;15.22;19.57;17.39;13.04;19.57;7;8;7;9;8;27;27;15.09;16.98;16.98;18.87;18.87;13.21;3;3;3;8;7;7;6;2;8;5;4;3;9;10;10;7;3;1;0;0
162;7;149;male;Asian/Pacific Islander/Asian-American;European/Caucasian-American;1;1;15.22;15.22;19.57;17.39;13.04;19.57;7;8;7;9;8;28;27;8.51;19.15;19.15;19.15;19.15;14.89;3;3;3;8;7;7;6;2;8;5;4;3;9;10;10;7;3;1;0;0
162;7;150;male;Asian/Pacific Islander/Asian-American;European/Caucasian-American;1;1;15.22;15.22;19.57;17.39;13.04;19.57;7;8;7;9;8;31;27;12.00;20.00;20.00;20.00;14.00;14.00;3;3;3;8;7;7;6;2;8;5;4;3;9;10;10;7;3;0;0;0
162;7;151;male;Asian/Pacific Islander/Asian-American;European/Caucasian-American;1;1;15.22;15.22;19.57;17.39;13.04;19.57;7;8;7;9;8;28;27;14.55;16.36;18.18;18.18;16.36;16.36;3;3;3;8;7;7;6;2;8;5;4;3;9;10;10;7;3;1;1;1
162;7;152;male;Asian/Pacific Islander/Asian-American;Asian/Pacific Islander/Asian-American;1;1;15.22;15.22;19.57;17.39;13.04;19.57;7;8;7;9;8;27;27;14.00;20.00;20.00;14.00;18.00;14.00;3;3;3;8;7;7;6;2;8;5;4;3;9;10;10;7;3;0;0;0
162;7;153;male;Asian/Pacific Islander/Asian-American;Asian/Pacific Islander/Asian-American;1;1;15.22;15.22;19.57;17.39;13.04;19.57;7;8;7;9;8;28;27;9.76;19.51;19.51;14.63;19.51;17.07;3;3;3;8;7;7;6;2;8;5;4;3;9;10;10;7;3;0;1;0
162;7;154;male;Asian/Pacific Islander/Asian-American;European/Caucasian-American;1;1;15.22;15.22;19.57;17.39;13.04;19.57;7;8;7;9;8;27;27;15.38;17.31;17.31;17.31;17.31;15.38;3;3;3;8;7;7;6;2;8;5;4;3;9;10;10;7;3;0;0;0
162;7;155;male;Asian/Pacific Islander/Asian-American;European/Caucasian-American;1;1;15.22;15.22;19.57;17.39;13.04;19.57;7;8;7;9;8;27;27;15.09;18.87;18.87;16.98;16.98;13.21;3;3;3;8;7;7;6;2;8;5;4;3;9;10;10;7;3;0;0;0
162;7;156;male;Asian/Pacific Islander/Asian-American;Black/African American;1;1;15.22;15.22;19.57;17.39;13.04;19.57;7;8;7;9;8;30;27;14.00;18.00;16.00;18.00;18.00;16.00;3;3;3;8;7;7;6;2;8;5;4;3;9;10;10;7;3;1;0;0
162;7;157;male;Asian/Pacific Islander/Asian-American;Asian/Pacific Islander/Asian-American;1;1;15.22;15.22;19.57;17.39;13.04;19.57;7;8;7;9;8;28;27;14.29;16.33;16.33;18.37;18.37;16.33;3;3;3;8;7;7;6;2;8;5;4;3;9;10;10;7;3;0;0;0
163;7;142;male;European/Caucasian-American;European/Caucasian-American;1;1;12.00;20.00;20.00;20.00;16.00;12.00;7;8;8;9;7;24;26;14.29;14.29;21.43;21.43;19.05;9.52;6;2;2;4;8;8;4;1;1;8;1;6;6;4;6;2;1;0;1;0
163;7;143;male;European/Caucasian-American;European/Caucasian-American;1;1;12.00;20.00;20.00;20.00;16.00;12.00;7;8;8;9;7;33;26;8.33;20.83;20.83;14.58;16.67;18.75;6;2;2;4;8;8;4;1;1;8;1;6;6;4;6;2;1;0;1;0
163;7;144;male;European/Caucasian-American;European/Caucasian-American;1;1;12.00;20.00;20.00;20.00;16.00;12.00;7;8;8;9;7;23;26;16.00;16.00;16.00;18.00;18.00;16.00;6;2;2;4;8;8;4;1;1;8;1;6;6;4;6;2;1;0;0;0
163;7;145;male;European/Caucasian-American;European/Caucasian-American;1;1;12.00;20.00;20.00;20.00;16.00;12.00;7;8;8;9;7;24;26;11.36;18.18;22.73;18.18;11.36;18.18;6;2;2;4;8;8;4;1;1;8;1;6;6;4;6;2;1;0;1;0
163;7;146;male;European/Caucasian-American;European/Caucasian-American;1;1;12.00;20.00;20.00;20.00;16.00;12.00;7;8;8;9;7;36;26;18.18;18.18;18.18;18.18;13.64;13.64;6;2;2;4;8;8;4;1;1;8;1;6;6;4;6;2;1;0;0;0
163;7;147;male;European/Caucasian-American;Asian/Pacific Islander/Asian-American;1;1;12.00;20.00;20.00;20.00;16.00;12.00;7;8;8;9;7;26;26;18.00;18.00;20.00;18.00;16.00;10.00;6;2;2;4;8;8;4;1;1;8;1;6;6;4;6;2;1;0;1;0
163;7;148;male;European/Caucasian-American;Asian/Pacific Islander/Asian-American;1;1;12.00;20.00;20.00;20.00;16.00;12.00;7;8;8;9;7;27;26;15.09;16.98;16.98;18.87;18.87;13.21;6;2;2;4;8;8;4;1;1;8;1;6;6;4;6;2;1;0;1;0
163;7;149;male;European/Caucasian-American;European/Caucasian-American;1;1;12.00;20.00;20.00;20.00;16.00;12.00;7;8;8;9;7;28;26;8.51;19.15;19.15;19.15;19.15;14.89;6;2;2;4;8;8;4;1;1;8;1;6;6;4;6;2;1;1;0;0
163;7;150;male;European/Caucasian-American;European/Caucasian-American;1;1;12.00;20.00;20.00;20.00;16.00;12.00;7;8;8;9;7;31;26;12.00;20.00;20.00;20.00;14.00;14.00;6;2;2;4;8;8;4;1;1;8;1;6;6;4;6;2;1;1;0;0
163;7;151;male;European/Caucasian-American;European/Caucasian-American;1;1;12.00;20.00;20.00;20.00;16.00;12.00;7;8;8;9;7;28;26;14.55;16.36;18.18;18.18;16.36;16.36;6;2;2;4;8;8;4;1;1;8;1;6;6;4;6;2;1;1;0;0
163;7;152;male;European/Caucasian-American;Asian/Pacific Islander/Asian-American;1;1;12.00;20.00;20.00;20.00;16.00;12.00;7;8;8;9;7;27;26;14.00;20.00;20.00;14.00;18.00;14.00;6;2;2;4;8;8;4;1;1;8;1;6;6;4;6;2;1;0;0;0
163;7;153;male;European/Caucasian-American;Asian/Pacific Islander/Asian-American;1;1;12.00;20.00;20.00;20.00;16.00;12.00;7;8;8;9;7;28;26;9.76;19.51;19.51;14.63;19.51;17.07;6;2;2;4;8;8;4;1;1;8;1;6;6;4;6;2;1;1;1;1
163;7;154;male;European/Caucasian-American;European/Caucasian-American;1;1;12.00;20.00;20.00;20.00;16.00;12.00;7;8;8;9;7;27;26;15.38;17.31;17.31;17.31;17.31;15.38;6;2;2;4;8;8;4;1;1;8;1;6;6;4;6;2;1;1;1;1
163;7;155;male;European/Caucasian-American;European/Caucasian-American;1;1;12.00;20.00;20.00;20.00;16.00;12.00;7;8;8;9;7;27;26;15.09;18.87;18.87;16.98;16.98;13.21;6;2;2;4;8;8;4;1;1;8;1;6;6;4;6;2;1;0;0;0
163;7;156;male;European/Caucasian-American;Black/African American;1;1;12.00;20.00;20.00;20.00;16.00;12.00;7;8;8;9;7;30;26;14.00;18.00;16.00;18.00;18.00;16.00;6;2;2;4;8;8;4;1;1;8;1;6;6;4;6;2;1;1;1;1
163;7;157;male;European/Caucasian-American;Asian/Pacific Islander/Asian-American;1;1;12.00;20.00;20.00;20.00;16.00;12.00;7;8;8;9;7;28;26;14.29;16.33;16.33;18.37;18.37;16.33;6;2;2;4;8;8;4;1;1;8;1;6;6;4;6;2;1;0;0;0
164;7;142;male;European/Caucasian-American;European/Caucasian-American;1;1;20.51;23.08;20.51;17.95;2.56;15.38;7;9;6;9;4;24;27;14.29;14.29;21.43;21.43;19.05;9.52;7;5;5;6;7;7;7;1;3;7;2;5;6;4;6;2;2;0;1;0
164;7;143;male;European/Caucasian-American;European/Caucasian-American;1;1;20.51;23.08;20.51;17.95;2.56;15.38;7;9;6;9;4;33;27;8.33;20.83;20.83;14.58;16.67;18.75;7;5;5;6;7;7;7;1;3;7;2;5;6;4;6;2;2;0;1;0
164;7;144;male;European/Caucasian-American;European/Caucasian-American;1;1;20.51;23.08;20.51;17.95;2.56;15.38;7;9;6;9;4;23;27;16.00;16.00;16.00;18.00;18.00;16.00;7;5;5;6;7;7;7;1;3;7;2;5;6;4;6;2;2;0;0;0
164;7;145;male;European/Caucasian-American;European/Caucasian-American;1;1;20.51;23.08;20.51;17.95;2.56;15.38;7;9;6;9;4;24;27;11.36;18.18;22.73;18.18;11.36;18.18;7;5;5;6;7;7;7;1;3;7;2;5;6;4;6;2;2;0;1;0
164;7;146;male;European/Caucasian-American;European/Caucasian-American;1;1;20.51;23.08;20.51;17.95;2.56;15.38;7;9;6;9;4;36;27;18.18;18.18;18.18;18.18;13.64;13.64;7;5;5;6;7;7;7;1;3;7;2;5;6;4;6;2;2;1;1;1
164;7;147;male;European/Caucasian-American;Asian/Pacific Islander/Asian-American;1;1;20.51;23.08;20.51;17.95;2.56;15.38;7;9;6;9;4;26;27;18.00;18.00;20.00;18.00;16.00;10.00;7;5;5;6;7;7;7;1;3;7;2;5;6;4;6;2;2;0;0;0
164;7;148;male;European/Caucasian-American;Asian/Pacific Islander/Asian-American;1;1;20.51;23.08;20.51;17.95;2.56;15.38;7;9;6;9;4;27;27;15.09;16.98;16.98;18.87;18.87;13.21;7;5;5;6;7;7;7;1;3;7;2;5;6;4;6;2;2;0;0;0
164;7;149;male;European/Caucasian-American;European/Caucasian-American;1;1;20.51;23.08;20.51;17.95;2.56;15.38;7;9;6;9;4;28;27;8.51;19.15;19.15;19.15;19.15;14.89;7;5;5;6;7;7;7;1;3;7;2;5;6;4;6;2;2;0;0;0
164;7;150;male;European/Caucasian-American;European/Caucasian-American;1;1;20.51;23.08;20.51;17.95;2.56;15.38;7;9;6;9;4;31;27;12.00;20.00;20.00;20.00;14.00;14.00;7;5;5;6;7;7;7;1;3;7;2;5;6;4;6;2;2;1;0;0
164;7;151;male;European/Caucasian-American;European/Caucasian-American;1;1;20.51;23.08;20.51;17.95;2.56;15.38;7;9;6;9;4;28;27;14.55;16.36;18.18;18.18;16.36;16.36;7;5;5;6;7;7;7;1;3;7;2;5;6;4;6;2;2;1;0;0
164;7;152;male;European/Caucasian-American;Asian/Pacific Islander/Asian-American;1;1;20.51;23.08;20.51;17.95;2.56;15.38;7;9;6;9;4;27;27;14.00;20.00;20.00;14.00;18.00;14.00;7;5;5;6;7;7;7;1;3;7;2;5;6;4;6;2;2;1;1;1
164;7;153;male;European/Caucasian-American;Asian/Pacific Islander/Asian-American;1;1;20.51;23.08;20.51;17.95;2.56;15.38;7;9;6;9;4;28;27;9.76;19.51;19.51;14.63;19.51;17.07;7;5;5;6;7;7;7;1;3;7;2;5;6;4;6;2;2;0;1;0
164;7;154;male;European/Caucasian-American;European/Caucasian-American;1;1;20.51;23.08;20.51;17.95;2.56;15.38;7;9;6;9;4;27;27;15.38;17.31;17.31;17.31;17.31;15.38;7;5;5;6;7;7;7;1;3;7;2;5;6;4;6;2;2;0;0;0
164;7;155;male;European/Caucasian-American;European/Caucasian-American;1;1;20.51;23.08;20.51;17.95;2.56;15.38;7;9;6;9;4;27;27;15.09;18.87;18.87;16.98;16.98;13.21;7;5;5;6;7;7;7;1;3;7;2;5;6;4;6;2;2;0;0;0
164;7;156;male;European/Caucasian-American;Black/African American;1;1;20.51;23.08;20.51;17.95;2.56;15.38;7;9;6;9;4;30;27;14.00;18.00;16.00;18.00;18.00;16.00;7;5;5;6;7;7;7;1;3;7;2;5;6;4;6;2;2;0;0;0
164;7;157;male;European/Caucasian-American;Asian/Pacific Islander/Asian-American;1;1;20.51;23.08;20.51;17.95;2.56;15.38;7;9;6;9;4;28;27;14.29;16.33;16.33;18.37;18.37;16.33;7;5;5;6;7;7;7;1;3;7;2;5;6;4;6;2;2;1;0;0
165;7;142;male;European/Caucasian-American;European/Caucasian-American;4;7;16.67;12.50;20.83;18.75;12.50;18.75;8;6;7;9;2;24;30;14.29;14.29;21.43;21.43;19.05;9.52;3;1;6;6;7;7;2;1;1;10;8;8;8;5;5;2;2;0;0;0
165;7;143;male;European/Caucasian-American;European/Caucasian-American;4;7;16.67;12.50;20.83;18.75;12.50;18.75;8;6;7;9;2;33;30;8.33;20.83;20.83;14.58;16.67;18.75;3;1;6;6;7;7;2;1;1;10;8;8;8;5;5;2;2;0;1;0
165;7;144;male;European/Caucasian-American;European/Caucasian-American;4;7;16.67;12.50;20.83;18.75;12.50;18.75;8;6;7;9;2;23;30;16.00;16.00;16.00;18.00;18.00;16.00;3;1;6;6;7;7;2;1;1;10;8;8;8;5;5;2;2;0;0;0
165;7;145;male;European/Caucasian-American;European/Caucasian-American;4;7;16.67;12.50;20.83;18.75;12.50;18.75;8;6;7;9;2;24;30;11.36;18.18;22.73;18.18;11.36;18.18;3;1;6;6;7;7;2;1;1;10;8;8;8;5;5;2;2;0;0;0
165;7;146;male;European/Caucasian-American;European/Caucasian-American;4;7;16.67;12.50;20.83;18.75;12.50;18.75;8;6;7;9;2;36;30;18.18;18.18;18.18;18.18;13.64;13.64;3;1;6;6;7;7;2;1;1;10;8;8;8;5;5;2;2;1;0;0
165;7;147;male;European/Caucasian-American;Asian/Pacific Islander/Asian-American;4;7;16.67;12.50;20.83;18.75;12.50;18.75;8;6;7;9;2;26;30;18.00;18.00;20.00;18.00;16.00;10.00;3;1;6;6;7;7;2;1;1;10;8;8;8;5;5;2;2;1;1;1
165;7;148;male;European/Caucasian-American;Asian/Pacific Islander/Asian-American;4;7;16.67;12.50;20.83;18.75;12.50;18.75;8;6;7;9;2;27;30;15.09;16.98;16.98;18.87;18.87;13.21;3;1;6;6;7;7;2;1;1;10;8;8;8;5;5;2;2;1;0;0
165;7;149;male;European/Caucasian-American;European/Caucasian-American;4;7;16.67;12.50;20.83;18.75;12.50;18.75;8;6;7;9;2;28;30;8.51;19.15;19.15;19.15;19.15;14.89;3;1;6;6;7;7;2;1;1;10;8;8;8;5;5;2;2;1;0;0
165;7;150;male;European/Caucasian-American;European/Caucasian-American;4;7;16.67;12.50;20.83;18.75;12.50;18.75;8;6;7;9;2;31;30;12.00;20.00;20.00;20.00;14.00;14.00;3;1;6;6;7;7;2;1;1;10;8;8;8;5;5;2;2;1;1;1
165;7;151;male;European/Caucasian-American;European/Caucasian-American;4;7;16.67;12.50;20.83;18.75;12.50;18.75;8;6;7;9;2;28;30;14.55;16.36;18.18;18.18;16.36;16.36;3;1;6;6;7;7;2;1;1;10;8;8;8;5;5;2;2;0;0;0
165;7;152;male;European/Caucasian-American;Asian/Pacific Islander/Asian-American;4;7;16.67;12.50;20.83;18.75;12.50;18.75;8;6;7;9;2;27;30;14.00;20.00;20.00;14.00;18.00;14.00;3;1;6;6;7;7;2;1;1;10;8;8;8;5;5;2;2;1;1;1
165;7;153;male;European/Caucasian-American;Asian/Pacific Islander/Asian-American;4;7;16.67;12.50;20.83;18.75;12.50;18.75;8;6;7;9;2;28;30;9.76;19.51;19.51;14.63;19.51;17.07;3;1;6;6;7;7;2;1;1;10;8;8;8;5;5;2;2;0;0;0
165;7;154;male;European/Caucasian-American;European/Caucasian-American;4;7;16.67;12.50;20.83;18.75;12.50;18.75;8;6;7;9;2;27;30;15.38;17.31;17.31;17.31;17.31;15.38;3;1;6;6;7;7;2;1;1;10;8;8;8;5;5;2;2;0;0;0
165;7;155;male;European/Caucasian-American;European/Caucasian-American;4;7;16.67;12.50;20.83;18.75;12.50;18.75;8;6;7;9;2;27;30;15.09;18.87;18.87;16.98;16.98;13.21;3;1;6;6;7;7;2;1;1;10;8;8;8;5;5;2;2;0;0;0
165;7;156;male;European/Caucasian-American;Black/African American;4;7;16.67;12.50;20.83;18.75;12.50;18.75;8;6;7;9;2;30;30;14.00;18.00;16.00;18.00;18.00;16.00;3;1;6;6;7;7;2;1;1;10;8;8;8;5;5;2;2;0;0;0
165;7;157;male;European/Caucasian-American;Asian/Pacific Islander/Asian-American;4;7;16.67;12.50;20.83;18.75;12.50;18.75;8;6;7;9;2;28;30;14.29;16.33;16.33;18.37;18.37;16.33;3;1;6;6;7;7;2;1;1;10;8;8;8;5;5;2;2;1;0;0
166;7;142;male;Other;European/Caucasian-American;1;9;27.78;19.44;19.44;27.78;2.78;2.78;7;7;7;7;7;24;26;14.29;14.29;21.43;21.43;19.05;9.52;5;5;9;4;4;2;5;1;3;9;1;5;8;7;10;1;7;0;0;0
