iid,pid,wave,gender,age,age_o,race,race_o,same_race,imp_same_race,imp_same_rel,field,goal,go_date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,int_corr,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,pf_att,pf_sin,pf_int,pf_fun,pf_amb,pf_sha,attr,sinc,fun,int,amb,exp_happy,like,dec,match
84,110,4,Female,32,28,Latino/Hispanic American,European/Caucasian-American,0,1,1,Microbiology,To meet new people,Twice a month,Several times a week,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,0.61,20,20,15,15,5,25,30,30,30,5,0,5,7,9,7,8,5,7,1,0,0
84,111,4,Female,32,27,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,0,1,1,Microbiology,To meet new people,Twice a month,Several times a week,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,0.43,20,20,20,20,10,10,30,30,30,5,0,5,7,9,7,8,5,7,4,0,0
85,94,4,Female,30,28,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,3,5,Masters Of Social Work,To meet new people,Several times a year,Twice a month,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,0.3,20,20,20,10,10,20,20,25,15,15,15,10,7,9,9,8,9,4,1,0,0
85,95,4,Female,30,26,European/Caucasian-American,European/Caucasian-American,1,3,5,Masters Of Social Work,To meet new people,Several times a year,Twice a month,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,-0.37,18,18,18,19,13,14,20,25,15,15,15,10,7,9,9,8,9,4,4,0,0
85,96,4,Female,30,26,European/Caucasian-American,Latino/Hispanic American,0,3,5,Masters Of Social Work,To meet new people,Several times a year,Twice a month,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,0.71,10,20,20,22,6,22,20,25,15,15,15,10,7,9,9,8,9,4,3,0,0
85,97,4,Female,30,29,European/Caucasian-American,European/Caucasian-American,1,3,5,Masters Of Social Work,To meet new people,Several times a year,Twice a month,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,0.01,50,7,20,23,0,0,20,25,15,15,15,10,7,9,9,8,9,4,7,1,0
85,98,4,Female,30,39,European/Caucasian-American,European/Caucasian-American,1,3,5,Masters Of Social Work,To meet new people,Several times a year,Twice a month,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,0.07,40,20,15,20,0,5,20,25,15,15,15,10,7,9,9,8,9,4,3,0,0
85,99,4,Female,30,28,European/Caucasian-American,European/Caucasian-American,1,3,5,Masters Of Social Work,To meet new people,Several times a year,Twice a month,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,0.5,30,30,20,10,10,0,20,25,15,15,15,10,7,9,9,8,9,4,7,1,0
85,100,4,Female,30,30,European/Caucasian-American,Other,0,3,5,Masters Of Social Work,To meet new people,Several times a year,Twice a month,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,0.32,20,25,25,15,5,10,20,25,15,15,15,10,7,9,9,8,9,4,7,0,0
85,101,4,Female,30,22,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,3,5,Masters Of Social Work,To meet new people,Several times a year,Twice a month,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,0.18,40,8,10,12,10,20,20,25,15,15,15,10,7,9,9,8,9,4,3,0,0
85,102,4,Female,30,32,European/Caucasian-American,European/Caucasian-American,1,3,5,Masters Of Social Work,To meet new people,Several times a year,Twice a month,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,-0.08,30,10,30,20,10,0,20,25,15,15,15,10,7,9,9,8,9,4,5,0,0
85,103,4,Female,30,26,European/Caucasian-American,European/Caucasian-American,1,3,5,Masters Of Social Work,To meet new people,Several times a year,Twice a month,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,0.12,40,5,20,10,10,15,20,25,15,15,15,10,7,9,9,8,9,4,6,0,0
85,104,4,Female,30,27,European/Caucasian-American,European/Caucasian-American,1,3,5,Masters Of Social Work,To meet new people,Several times a year,Twice a month,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,0.56,20,15,25,15,20,5,20,25,15,15,15,10,7,9,9,8,9,4,7,1,0
85,105,4,Female,30,25,European/Caucasian-American,Black/African American,0,3,5,Masters Of Social Work,To meet new people,Several times a year,Twice a month,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,-0.14,30,15,20,20,0,5,20,25,15,15,15,10,7,9,9,8,9,4,6,0,0
85,106,4,Female,30,22,European/Caucasian-American,Latino/Hispanic American,0,3,5,Masters Of Social Work,To meet new people,Several times a year,Twice a month,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,0.44,10,20,35,10,5,20,20,25,15,15,15,10,7,9,9,8,9,4,6,0,0
85,107,4,Female,30,21,European/Caucasian-American,European/Caucasian-American,1,3,5,Masters Of Social Work,To meet new people,Several times a year,Twice a month,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,0.56,19,24,21,23,5,8,20,25,15,15,15,10,7,9,9,8,9,4,6,1,1
85,108,4,Female,30,24,European/Caucasian-American,European/Caucasian-American,1,3,5,Masters Of Social Work,To meet new people,Several times a year,Twice a month,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,0.33,10,20,35,20,0,15,20,25,15,15,15,10,7,9,9,8,9,4,5,0,0
85,109,4,Female,30,25,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,3,5,Masters Of Social Work,To meet new people,Several times a year,Twice a month,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,0.59,15,10,30,10,5,30,20,25,15,15,15,10,7,9,9,8,9,4,6,0,0
85,110,4,Female,30,28,European/Caucasian-American,European/Caucasian-American,1,3,5,Masters Of Social Work,To meet new people,Several times a year,Twice a month,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,0.54,20,20,15,15,5,25,20,25,15,15,15,10,7,9,9,8,9,4,5,0,0
85,111,4,Female,30,27,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,3,5,Masters Of Social Work,To meet new people,Several times a year,Twice a month,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,0.26,20,20,20,20,10,10,20,25,15,15,15,10,7,9,9,8,9,4,3,0,0
86,94,4,Female,22,28,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1,1,Communications,To meet new people,Almost never,Several times a week,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,0.27,20,20,20,10,10,20,15,20,20,20,5,20,7,9,9,9,4,6,7,0,0
86,95,4,Female,22,26,European/Caucasian-American,European/Caucasian-American,1,1,1,Communications,To meet new people,Almost never,Several times a week,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,0.3,18,18,18,19,13,14,15,20,20,20,5,20,7,9,9,9,4,6,6,0,0
86,96,4,Female,22,26,European/Caucasian-American,Latino/Hispanic American,0,1,1,Communications,To meet new people,Almost never,Several times a week,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,0.11,10,20,20,22,6,22,15,20,20,20,5,20,7,9,9,9,4,6,5,0,0
86,97,4,Female,22,29,European/Caucasian-American,European/Caucasian-American,1,1,1,Communications,To meet new people,Almost never,Several times a week,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,-0.07,50,7,20,23,0,0,15,20,20,20,5,20,7,9,9,9,4,6,7,1,1
86,98,4,Female,22,39,European/Caucasian-American,European/Caucasian-American,1,1,1,Communications,To meet new people,Almost never,Several times a week,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,0.13,40,20,15,20,0,5,15,20,20,20,5,20,7,9,9,9,4,6,6,0,0
86,99,4,Female,22,28,European/Caucasian-American,European/Caucasian-American,1,1,1,Communications,To meet new people,Almost never,Several times a week,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,0.8,30,30,20,10,10,0,15,20,20,20,5,20,7,9,9,9,4,6,6,1,0
86,100,4,Female,22,30,European/Caucasian-American,Other,0,1,1,Communications,To meet new people,Almost never,Several times a week,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,0.32,20,25,25,15,5,10,15,20,20,20,5,20,7,9,9,9,4,6,6,1,1
86,101,4,Female,22,22,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1,1,Communications,To meet new people,Almost never,Several times a week,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,-0.13,40,8,10,12,10,20,15,20,20,20,5,20,7,9,9,9,4,6,6,0,0
86,102,4,Female,22,32,European/Caucasian-American,European/Caucasian-American,1,1,1,Communications,To meet new people,Almost never,Several times a week,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,-0.28,30,10,30,20,10,0,15,20,20,20,5,20,7,9,9,9,4,6,6,0,0
86,103,4,Female,22,26,European/Caucasian-American,European/Caucasian-American,1,1,1,Communications,To meet new people,Almost never,Several times a week,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,0.13,40,5,20,10,10,15,15,20,20,20,5,20,7,9,9,9,4,6,5,0,0
86,104,4,Female,22,27,European/Caucasian-American,European/Caucasian-American,1,1,1,Communications,To meet new people,Almost never,Several times a week,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,0.14,20,15,25,15,20,5,15,20,20,20,5,20,7,9,9,9,4,6,8,1,1
86,105,4,Female,22,25,European/Caucasian-American,Black/African American,0,1,1,Communications,To meet new people,Almost never,Several times a week,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,-0.06,30,15,20,20,0,5,15,20,20,20,5,20,7,9,9,9,4,6,7,1,1
86,106,4,Female,22,22,European/Caucasian-American,Latino/Hispanic American,0,1,1,Communications,To meet new people,Almost never,Several times a week,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,0.21,10,20,35,10,5,20,15,20,20,20,5,20,7,9,9,9,4,6,7,1,0
86,107,4,Female,22,21,European/Caucasian-American,European/Caucasian-American,1,1,1,Communications,To meet new people,Almost never,Several times a week,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,0.52,19,24,21,23,5,8,15,20,20,20,5,20,7,9,9,9,4,6,5,1,1
86,108,4,Female,22,24,European/Caucasian-American,European/Caucasian-American,1,1,1,Communications,To meet new people,Almost never,Several times a week,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,0.44,10,20,35,20,0,15,15,20,20,20,5,20,7,9,9,9,4,6,9,1,1
86,109,4,Female,22,25,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1,1,Communications,To meet new people,Almost never,Several times a week,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,0.73,15,10,30,10,5,30,15,20,20,20,5,20,7,9,9,9,4,6,7,1,1
86,110,4,Female,22,28,European/Caucasian-American,European/Caucasian-American,1,1,1,Communications,To meet new people,Almost never,Several times a week,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,0.5,20,20,15,15,5,25,15,20,20,20,5,20,7,9,9,9,4,6,8,1,1
86,111,4,Female,22,27,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1,1,Communications,To meet new people,Almost never,Several times a week,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,0.18,20,20,20,20,10,10,15,20,20,20,5,20,7,9,9,9,4,6,5,0,0
87,94,4,Female,23,28,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,8,10,Social Work,Seemed like a fun night out,Once a week,Twice a week,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,0.69,20,20,20,10,10,20,15,15,20,15,15,20,9,9,9,9,9,4,1,0,0
87,95,4,Female,23,26,European/Caucasian-American,European/Caucasian-American,1,8,10,Social Work,Seemed like a fun night out,Once a week,Twice a week,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,0.21,18,18,18,19,13,14,15,15,20,15,15,20,9,9,9,9,9,4,1,0,0
87,96,4,Female,23,26,European/Caucasian-American,Latino/Hispanic American,0,8,10,Social Work,Seemed like a fun night out,Once a week,Twice a week,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,0.16,10,20,20,22,6,22,15,15,20,15,15,20,9,9,9,9,9,4,1,0,0
87,97,4,Female,23,29,European/Caucasian-American,European/Caucasian-American,1,8,10,Social Work,Seemed like a fun night out,Once a week,Twice a week,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,0.55,50,7,20,23,0,0,15,15,20,15,15,20,9,9,9,9,9,4,3,0,0
87,98,4,Female,23,39,European/Caucasian-American,European/Caucasian-American,1,8,10,Social Work,Seemed like a fun night out,Once a week,Twice a week,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,0.67,40,20,15,20,0,5,15,15,20,15,15,20,9,9,9,9,9,4,7,0,0
87,99,4,Female,23,28,European/Caucasian-American,European/Caucasian-American,1,8,10,Social Work,Seemed like a fun night out,Once a week,Twice a week,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,0.24,30,30,20,10,10,0,15,15,20,15,15,20,9,9,9,9,9,4,6,1,1
87,100,4,Female,23,30,European/Caucasian-American,Other,0,8,10,Social Work,Seemed like a fun night out,Once a week,Twice a week,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,0.38,20,25,25,15,5,10,15,15,20,15,15,20,9,9,9,9,9,4,4,0,0
87,101,4,Female,23,22,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,8,10,Social Work,Seemed like a fun night out,Once a week,Twice a week,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,-0.16,40,8,10,12,10,20,15,15,20,15,15,20,9,9,9,9,9,4,1,0,0
87,102,4,Female,23,32,European/Caucasian-American,European/Caucasian-American,1,8,10,Social Work,Seemed like a fun night out,Once a week,Twice a week,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,0.42,30,10,30,20,10,0,15,15,20,15,15,20,9,9,9,9,9,4,1,0,0
87,103,4,Female,23,26,European/Caucasian-American,European/Caucasian-American,1,8,10,Social Work,Seemed like a fun night out,Once a week,Twice a week,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,0.62,40,5,20,10,10,15,15,15,20,15,15,20,9,9,9,9,9,4,2,0,0
87,104,4,Female,23,27,European/Caucasian-American,European/Caucasian-American,1,8,10,Social Work,Seemed like a fun night out,Once a week,Twice a week,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,0.59,20,15,25,15,20,5,15,15,20,15,15,20,9,9,9,9,9,4,2,0,0
87,105,4,Female,23,25,European/Caucasian-American,Black/African American,0,8,10,Social Work,Seemed like a fun night out,Once a week,Twice a week,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,0.27,30,15,20,20,0,5,15,15,20,15,15,20,9,9,9,9,9,4,2,0,0
87,106,4,Female,23,22,European/Caucasian-American,Latino/Hispanic American,0,8,10,Social Work,Seemed like a fun night out,Once a week,Twice a week,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,-0.26,10,20,35,10,5,20,15,15,20,15,15,20,9,9,9,9,9,4,1,0,0
87,107,4,Female,23,21,European/Caucasian-American,European/Caucasian-American,1,8,10,Social Work,Seemed like a fun night out,Once a week,Twice a week,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,0.72,19,24,21,23,5,8,15,15,20,15,15,20,9,9,9,9,9,4,8,1,1
87,108,4,Female,23,24,European/Caucasian-American,European/Caucasian-American,1,8,10,Social Work,Seemed like a fun night out,Once a week,Twice a week,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,0.55,10,20,35,20,0,15,15,15,20,15,15,20,9,9,9,9,9,4,5,0,0
87,109,4,Female,23,25,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,8,10,Social Work,Seemed like a fun night out,Once a week,Twice a week,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,0.27,15,10,30,10,5,30,15,15,20,15,15,20,9,9,9,9,9,4,4,0,0
87,110,4,Female,23,28,European/Caucasian-American,European/Caucasian-American,1,8,10,Social Work,Seemed like a fun night out,Once a week,Twice a week,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,0.52,20,20,15,15,5,25,15,15,20,15,15,20,9,9,9,9,9,4,5,0,0
87,111,4,Female,23,27,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,8,10,Social Work,Seemed like a fun night out,Once a week,Twice a week,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,0.35,20,20,20,20,10,10,15,15,20,15,15,20,9,9,9,9,9,4,2,0,0
88,94,4,Female,23,28,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,8,7,Social Work,Seemed like a fun night out,Twice a month,Twice a month,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,0.73,20,20,20,10,10,20,15,15,20,15,20,15,9,9,9,9,9,5,2,0,0
88,95,4,Female,23,26,European/Caucasian-American,European/Caucasian-American,1,8,7,Social Work,Seemed like a fun night out,Twice a month,Twice a month,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,0.3,18,18,18,19,13,14,15,15,20,15,20,15,9,9,9,9,9,5,4,0,0
88,96,4,Female,23,26,European/Caucasian-American,Latino/Hispanic American,0,8,7,Social Work,Seemed like a fun night out,Twice a month,Twice a month,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,-0.06,10,20,20,22,6,22,15,15,20,15,20,15,9,9,9,9,9,5,3,0,0
88,97,4,Female,23,29,European/Caucasian-American,European/Caucasian-American,1,8,7,Social Work,Seemed like a fun night out,Twice a month,Twice a month,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,0.53,50,7,20,23,0,0,15,15,20,15,20,15,9,9,9,9,9,5,6,0,0
88,98,4,Female,23,39,European/Caucasian-American,European/Caucasian-American,1,8,7,Social Work,Seemed like a fun night out,Twice a month,Twice a month,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,0.43,40,20,15,20,0,5,15,15,20,15,20,15,9,9,9,9,9,5,6,0,0
88,99,4,Female,23,28,European/Caucasian-American,European/Caucasian-American,1,8,7,Social Work,Seemed like a fun night out,Twice a month,Twice a month,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,0.08,30,30,20,10,10,0,15,15,20,15,20,15,9,9,9,9,9,5,10,1,0
88,100,4,Female,23,30,European/Caucasian-American,Other,0,8,7,Social Work,Seemed like a fun night out,Twice a month,Twice a month,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,0.54,20,25,25,15,5,10,15,15,20,15,20,15,9,9,9,9,9,5,7,0,0
88,101,4,Female,23,22,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,8,7,Social Work,Seemed like a fun night out,Twice a month,Twice a month,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,-0.46,40,8,10,12,10,20,15,15,20,15,20,15,9,9,9,9,9,5,3,0,0
88,102,4,Female,23,32,European/Caucasian-American,European/Caucasian-American,1,8,7,Social Work,Seemed like a fun night out,Twice a month,Twice a month,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,0.26,30,10,30,20,10,0,15,15,20,15,20,15,9,9,9,9,9,5,2,0,0
88,103,4,Female,23,26,European/Caucasian-American,European/Caucasian-American,1,8,7,Social Work,Seemed like a fun night out,Twice a month,Twice a month,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,0.34,40,5,20,10,10,15,15,15,20,15,20,15,9,9,9,9,9,5,4,0,0
88,104,4,Female,23,27,European/Caucasian-American,European/Caucasian-American,1,8,7,Social Work,Seemed like a fun night out,Twice a month,Twice a month,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,0.08,20,15,25,15,20,5,15,15,20,15,20,15,9,9,9,9,9,5,6,0,0
88,105,4,Female,23,25,European/Caucasian-American,Black/African American,0,8,7,Social Work,Seemed like a fun night out,Twice a month,Twice a month,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,0.15,30,15,20,20,0,5,15,15,20,15,20,15,9,9,9,9,9,5,8,0,0
88,106,4,Female,23,22,European/Caucasian-American,Latino/Hispanic American,0,8,7,Social Work,Seemed like a fun night out,Twice a month,Twice a month,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,0.18,10,20,35,10,5,20,15,15,20,15,20,15,9,9,9,9,9,5,7,0,0
88,107,4,Female,23,21,European/Caucasian-American,European/Caucasian-American,1,8,7,Social Work,Seemed like a fun night out,Twice a month,Twice a month,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,0.18,19,24,21,23,5,8,15,15,20,15,20,15,9,9,9,9,9,5,7,0,0
88,108,4,Female,23,24,European/Caucasian-American,European/Caucasian-American,1,8,7,Social Work,Seemed like a fun night out,Twice a month,Twice a month,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,0.31,10,20,35,20,0,15,15,15,20,15,20,15,9,9,9,9,9,5,7,0,0
88,109,4,Female,23,25,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,8,7,Social Work,Seemed like a fun night out,Twice a month,Twice a month,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,0.3,15,10,30,10,5,30,15,15,20,15,20,15,9,9,9,9,9,5,9,0,0
88,110,4,Female,23,28,European/Caucasian-American,European/Caucasian-American,1,8,7,Social Work,Seemed like a fun night out,Twice a month,Twice a month,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,0.52,20,20,15,15,5,25,15,15,20,15,20,15,9,9,9,9,9,5,7,0,0
88,111,4,Female,23,27,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,8,7,Social Work,Seemed like a fun night out,Twice a month,Twice a month,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,0.14,20,20,20,20,10,10,15,15,20,15,20,15,9,9,9,9,9,5,9,0,0
89,94,4,Female,27,28,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,3,2,Marketing,Seemed like a fun night out,Almost never,Once a week,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,0.18,20,20,20,10,10,20,25,15,20,20,20,0,8,9,8,9,10,5,6,0,0
89,95,4,Female,27,26,European/Caucasian-American,European/Caucasian-American,1,3,2,Marketing,Seemed like a fun night out,Almost never,Once a week,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,-0.31,18,18,18,19,13,14,25,15,20,20,20,0,8,9,8,9,10,5,6,0,0
89,96,4,Female,27,26,European/Caucasian-American,Latino/Hispanic American,0,3,2,Marketing,Seemed like a fun night out,Almost never,Once a week,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,0.64,10,20,20,22,6,22,25,15,20,20,20,0,8,9,8,9,10,5,8,0,0
89,97,4,Female,27,29,European/Caucasian-American,European/Caucasian-American,1,3,2,Marketing,Seemed like a fun night out,Almost never,Once a week,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,-0.29,50,7,20,23,0,0,25,15,20,20,20,0,8,9,8,9,10,5,2,0,0
89,98,4,Female,27,39,European/Caucasian-American,European/Caucasian-American,1,3,2,Marketing,Seemed like a fun night out,Almost never,Once a week,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,0,40,20,15,20,0,5,25,15,20,20,20,0,8,9,8,9,10,5,5,0,0
89,99,4,Female,27,28,European/Caucasian-American,European/Caucasian-American,1,3,2,Marketing,Seemed like a fun night out,Almost never,Once a week,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,0.64,30,30,20,10,10,0,25,15,20,20,20,0,8,9,8,9,10,5,9,1,1
89,100,4,Female,27,30,European/Caucasian-American,Other,0,3,2,Marketing,Seemed like a fun night out,Almost never,Once a week,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,0.13,20,25,25,15,5,10,25,15,20,20,20,0,8,9,8,9,10,5,10,1,0
89,101,4,Female,27,22,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,3,2,Marketing,Seemed like a fun night out,Almost never,Once a week,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,0.31,40,8,10,12,10,20,25,15,20,20,20,0,8,9,8,9,10,5,5,0,0
89,102,4,Female,27,32,European/Caucasian-American,European/Caucasian-American,1,3,2,Marketing,Seemed like a fun night out,Almost never,Once a week,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,-0.35,30,10,30,20,10,0,25,15,20,20,20,0,8,9,8,9,10,5,5,0,0
89,103,4,Female,27,26,European/Caucasian-American,European/Caucasian-American,1,3,2,Marketing,Seemed like a fun night out,Almost never,Once a week,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,-0.19,40,5,20,10,10,15,25,15,20,20,20,0,8,9,8,9,10,5,8,0,0
89,104,4,Female,27,27,European/Caucasian-American,European/Caucasian-American,1,3,2,Marketing,Seemed like a fun night out,Almost never,Once a week,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,0.56,20,15,25,15,20,5,25,15,20,20,20,0,8,9,8,9,10,5,9,1,1
89,105,4,Female,27,25,European/Caucasian-American,Black/African American,0,3,2,Marketing,Seemed like a fun night out,Almost never,Once a week,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,-0.22,30,15,20,20,0,5,25,15,20,20,20,0,8,9,8,9,10,5,5,0,0
89,106,4,Female,27,22,European/Caucasian-American,Latino/Hispanic American,0,3,2,Marketing,Seemed like a fun night out,Almost never,Once a week,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,0.38,10,20,35,10,5,20,25,15,20,20,20,0,8,9,8,9,10,5,9,0,0
89,107,4,Female,27,21,European/Caucasian-American,European/Caucasian-American,1,3,2,Marketing,Seemed like a fun night out,Almost never,Once a week,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,0.58,19,24,21,23,5,8,25,15,20,20,20,0,8,9,8,9,10,5,8,0,0
89,108,4,Female,27,24,European/Caucasian-American,European/Caucasian-American,1,3,2,Marketing,Seemed like a fun night out,Almost never,Once a week,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,0.39,10,20,35,20,0,15,25,15,20,20,20,0,8,9,8,9,10,5,8,0,0
89,109,4,Female,27,25,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,3,2,Marketing,Seemed like a fun night out,Almost never,Once a week,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,0.58,15,10,30,10,5,30,25,15,20,20,20,0,8,9,8,9,10,5,8,0,0
89,110,4,Female,27,28,European/Caucasian-American,European/Caucasian-American,1,3,2,Marketing,Seemed like a fun night out,Almost never,Once a week,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,0.36,20,20,15,15,5,25,25,15,20,20,20,0,8,9,8,9,10,5,8,0,0
89,111,4,Female,27,27,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,3,2,Marketing,Seemed like a fun night out,Almost never,Once a week,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,0.08,20,20,20,20,10,10,25,15,20,20,20,0,8,9,8,9,10,5,8,0,0
90,94,4,Female,23,28,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,4,1,Chemistry,To meet new people,Almost never,Almost never,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,0.37,20,20,20,10,10,20,15,21,18,18,10,18,5,8,5,7,5,5,2,0,0
